Chr	Start	End	density
chr3A_TA877	620000000	630000000	118
chr3A_TA877	630000000	640000000	116
chr3A_TA877	640000000	650000000	139
chr3A_TA877	650000000	660000000	87
chr3A_TA877	660000000	670000000	106
chr3A_TA877	670000000	675871483	78
chr4A_TA877	0	10000000	197
chr4A_TA877	10000000	20000000	185
chr4A_TA877	20000000	30000000	129
chr4A_TA877	30000000	40000000	98
chr4A_TA877	40000000	50000000	106
chr4A_TA877	50000000	60000000	94
chr4A_TA877	60000000	70000000	116
chr4A_TA877	70000000	80000000	73
chr4A_TA877	80000000	90000000	62
chr4A_TA877	90000000	100000000	65
chr4A_TA877	100000000	110000000	55
chr4A_TA877	110000000	120000000	91
chr4A_TA877	120000000	130000000	70
chr4A_TA877	130000000	140000000	88
chr4A_TA877	140000000	150000000	65
chr4A_TA877	150000000	160000000	39
chr4A_TA877	160000000	170000000	44
chr4A_TA877	170000000	180000000	68
chr4A_TA877	180000000	190000000	37
chr4A_TA877	190000000	200000000	8
chr4A_TA877	200000000	210000000	15
chr4A_TA877	210000000	220000000	14
chr4A_TA877	220000000	230000000	20
chr4A_TA877	230000000	240000000	22
chr4A_TA877	240000000	250000000	32
chr4A_TA877	250000000	260000000	20
chr4A_TA877	260000000	270000000	25
chr4A_TA877	270000000	280000000	15
chr4A_TA877	280000000	290000000	14
chr4A_TA877	290000000	300000000	25
chr4A_TA877	300000000	310000000	21
chr4A_TA877	310000000	320000000	30
chr4A_TA877	320000000	330000000	23
chr4A_TA877	330000000	340000000	24
chr4A_TA877	340000000	350000000	31
chr4A_TA877	350000000	360000000	30
chr4A_TA877	360000000	370000000	32
chr4A_TA877	370000000	380000000	28
chr4A_TA877	380000000	390000000	31
chr4A_TA877	390000000	400000000	33
chr4A_TA877	400000000	410000000	36
chr4A_TA877	410000000	420000000	46
chr4A_TA877	420000000	430000000	43
chr4A_TA877	430000000	440000000	41
chr4A_TA877	440000000	450000000	64
chr4A_TA877	450000000	460000000	78
chr4A_TA877	460000000	470000000	46
chr4A_TA877	470000000	480000000	73
chr4A_TA877	480000000	490000000	63
chr4A_TA877	490000000	500000000	86
chr4A_TA877	500000000	510000000	78
chr4A_TA877	510000000	520000000	70
chr4A_TA877	520000000	530000000	80
chr4A_TA877	530000000	540000000	81
chr4A_TA877	540000000	550000000	92
chr4A_TA877	550000000	560000000	122
chr4A_TA877	560000000	570000000	123
chr4A_TA877	570000000	580000000	124
chr4A_TA877	580000000	590000000	179
chr4A_TA877	590000000	600000000	146
chr4A_TA877	600000000	610000000	129
chr4A_TA877	610000000	620000000	152
chr4A_TA877	620000000	630000000	215
chr4A_TA877	630000000	640000000	183
chr4A_TA877	640000000	650000000	119
chr4A_TA877	650000000	660000000	138
chr4A_TA877	660000000	670000000	180
chr4A_TA877	670000000	680000000	140
chr4A_TA877	680000000	690000000	249
chr4A_TA877	690000000	700000000	196
chr4A_TA877	700000000	710000000	171
chr4A_TA877	710000000	720000000	169
chr4A_TA877	720000000	730000000	152
chr4A_TA877	730000000	740000000	170
chr4A_TA877	740000000	750000000	167
chr4A_TA877	750000000	760000000	193
chr4A_TA877	760000000	770000000	180
chr4A_TA877	770000000	773897100	55
chr5A_TA877	0	10000000	181
chr5A_TA877	10000000	20000000	95
chr5A_TA877	20000000	30000000	97
chr5A_TA877	30000000	40000000	123
chr5A_TA877	40000000	50000000	133
chr5A_TA877	50000000	60000000	88
chr5A_TA877	60000000	70000000	87
chr5A_TA877	70000000	80000000	68
chr5A_TA877	80000000	90000000	44
chr5A_TA877	90000000	100000000	49
chr5A_TA877	100000000	110000000	57
chr5A_TA877	110000000	120000000	67
chr5A_TA877	120000000	130000000	60
chr5A_TA877	130000000	140000000	54
chr5A_TA877	140000000	150000000	45
chr5A_TA877	150000000	160000000	67
chr5A_TA877	160000000	170000000	28
chr5A_TA877	170000000	180000000	37
chr5A_TA877	180000000	190000000	29
chr5A_TA877	190000000	200000000	23
chr5A_TA877	200000000	210000000	30
chr5A_TA877	210000000	220000000	36
chr5A_TA877	220000000	230000000	31
chr5A_TA877	230000000	240000000	5
chr5A_TA877	240000000	250000000	38
chr5A_TA877	250000000	260000000	44
chr5A_TA877	260000000	270000000	70
chr5A_TA877	270000000	280000000	39
chr5A_TA877	280000000	290000000	56
chr5A_TA877	290000000	300000000	59
chr5A_TA877	300000000	310000000	79
chr5A_TA877	310000000	320000000	86
chr5A_TA877	320000000	330000000	73
chr5A_TA877	330000000	340000000	65
chr5A_TA877	340000000	350000000	60
chr5A_TA877	350000000	360000000	75
chr5A_TA877	360000000	370000000	83
chr5A_TA877	370000000	380000000	82
chr5A_TA877	380000000	390000000	101
chr5A_TA877	390000000	400000000	69
chr5A_TA877	400000000	410000000	75
chr5A_TA877	410000000	420000000	84
chr5A_TA877	420000000	430000000	100
chr5A_TA877	430000000	440000000	93
chr5A_TA877	440000000	450000000	127
chr5A_TA877	450000000	460000000	91
chr5A_TA877	460000000	470000000	167
chr5A_TA877	470000000	480000000	121
chr5A_TA877	480000000	490000000	185
chr5A_TA877	490000000	500000000	87
chr5A_TA877	500000000	510000000	122
chr5A_TA877	510000000	520000000	141
chr5A_TA877	520000000	530000000	133
chr5A_TA877	530000000	540000000	166
chr5A_TA877	540000000	550000000	133
chr5A_TA877	550000000	560000000	156
chr5A_TA877	560000000	570000000	128
chr5A_TA877	570000000	580000000	177
chr5A_TA877	580000000	590000000	137
chr5A_TA877	590000000	600000000	160
chr5A_TA877	600000000	610000000	155
chr5A_TA877	610000000	620000000	117
chr5A_TA877	620000000	630000000	176
chr5A_TA877	630000000	640000000	143
chr5A_TA877	640000000	650000000	158
chr5A_TA877	650000000	660000000	173
chr5A_TA877	660000000	670000000	125
chr5A_TA877	670000000	680000000	170
chr5A_TA877	680000000	690000000	198
chr5A_TA877	690000000	691724660	11
chr6A_TA877	0	10000000	152
chr6A_TA877	10000000	20000000	210
chr6A_TA877	20000000	30000000	148
chr6A_TA877	30000000	40000000	125
chr6A_TA877	40000000	50000000	78
chr6A_TA877	50000000	60000000	104
chr6A_TA877	60000000	70000000	102
chr6A_TA877	70000000	80000000	20
chr6A_TA877	80000000	90000000	65
chr6A_TA877	90000000	100000000	83
chr6A_TA877	100000000	110000000	70
chr6A_TA877	110000000	120000000	108
chr6A_TA877	120000000	130000000	73
chr6A_TA877	130000000	140000000	56
chr6A_TA877	140000000	150000000	50
chr6A_TA877	150000000	160000000	72
chr6A_TA877	160000000	170000000	63
chr6A_TA877	170000000	180000000	36
chr6A_TA877	180000000	190000000	38
chr6A_TA877	190000000	200000000	54
chr6A_TA877	200000000	210000000	18
chr6A_TA877	210000000	220000000	22
chr6A_TA877	220000000	230000000	24
chr6A_TA877	230000000	240000000	26
chr6A_TA877	240000000	250000000	18
chr6A_TA877	250000000	260000000	12
chr6A_TA877	260000000	270000000	9
chr6A_TA877	270000000	280000000	17
chr6A_TA877	280000000	290000000	31
chr6A_TA877	290000000	300000000	17
chr6A_TA877	300000000	310000000	22
chr6A_TA877	310000000	320000000	18
chr6A_TA877	320000000	330000000	20
chr6A_TA877	330000000	340000000	19
chr6A_TA877	340000000	350000000	28
chr6A_TA877	350000000	360000000	36
chr6A_TA877	360000000	370000000	45
chr6A_TA877	370000000	380000000	43
chr6A_TA877	380000000	390000000	43
chr6A_TA877	390000000	400000000	64
chr6A_TA877	400000000	410000000	53
chr6A_TA877	410000000	420000000	62
chr6A_TA877	420000000	430000000	72
chr6A_TA877	430000000	440000000	94
chr6A_TA877	440000000	450000000	53
chr6A_TA877	450000000	460000000	47
chr6A_TA877	460000000	470000000	75
chr6A_TA877	470000000	480000000	101
chr6A_TA877	480000000	490000000	81
chr6A_TA877	490000000	500000000	91
chr6A_TA877	500000000	510000000	107
chr6A_TA877	510000000	520000000	79
chr6A_TA877	520000000	530000000	90
chr6A_TA877	530000000	540000000	179
chr6A_TA877	540000000	550000000	122
chr6A_TA877	550000000	560000000	126
chr6A_TA877	560000000	570000000	161
chr6A_TA877	570000000	580000000	241
chr6A_TA877	580000000	590000000	256
chr6A_TA877	590000000	595162121	97
chr7A_TA877	0	10000000	243
chr7A_TA877	10000000	20000000	192
chr7A_TA877	20000000	30000000	208
chr7A_TA877	30000000	40000000	177
chr7A_TA877	40000000	50000000	150
chr7A_TA877	50000000	60000000	171
chr7A_TA877	60000000	70000000	169
chr7A_TA877	70000000	80000000	154
chr7A_TA877	80000000	90000000	162
chr7A_TA877	90000000	100000000	144
chr7A_TA877	100000000	110000000	100
chr7A_TA877	110000000	120000000	97
chr7A_TA877	120000000	130000000	127
chr7A_TA877	130000000	140000000	103
chr7A_TA877	140000000	150000000	90
chr7A_TA877	150000000	160000000	90
chr7A_TA877	160000000	170000000	112
chr7A_TA877	170000000	180000000	81
chr7A_TA877	180000000	190000000	74
chr7A_TA877	190000000	200000000	85
chr7A_TA877	200000000	210000000	80
chr7A_TA877	210000000	220000000	83
chr7A_TA877	220000000	230000000	53
chr7A_TA877	230000000	240000000	63
chr7A_TA877	240000000	250000000	62
chr7A_TA877	250000000	260000000	46
chr7A_TA877	260000000	270000000	55
chr7A_TA877	270000000	280000000	46
chr7A_TA877	280000000	290000000	65
chr7A_TA877	290000000	300000000	59
chr7A_TA877	300000000	310000000	29
chr7A_TA877	310000000	320000000	25
chr7A_TA877	320000000	330000000	31
chr7A_TA877	330000000	340000000	28
chr7A_TA877	340000000	350000000	35
chr7A_TA877	350000000	360000000	28
chr7A_TA877	360000000	370000000	10
chr7A_TA877	370000000	380000000	15
chr7A_TA877	380000000	390000000	26
chr7A_TA877	390000000	400000000	22
chr7A_TA877	400000000	410000000	30
chr7A_TA877	410000000	420000000	39
chr7A_TA877	420000000	430000000	66
chr7A_TA877	430000000	440000000	29
chr7A_TA877	440000000	450000000	38
chr7A_TA877	450000000	460000000	9
chr7A_TA877	460000000	470000000	30
chr7A_TA877	470000000	480000000	21
chr7A_TA877	480000000	490000000	51
chr7A_TA877	490000000	500000000	68
chr7A_TA877	500000000	510000000	79
chr7A_TA877	510000000	520000000	97
chr7A_TA877	520000000	530000000	75
chr7A_TA877	530000000	540000000	76
chr7A_TA877	540000000	550000000	79
chr7A_TA877	550000000	560000000	91
chr7A_TA877	560000000	570000000	82
chr7A_TA877	570000000	580000000	82
chr7A_TA877	580000000	590000000	89
chr7A_TA877	590000000	600000000	116
chr7A_TA877	600000000	610000000	71
chr7A_TA877	610000000	620000000	77
chr7A_TA877	620000000	630000000	99
chr7A_TA877	630000000	640000000	116
chr7A_TA877	640000000	650000000	106
chr7A_TA877	650000000	660000000	97
chr7A_TA877	660000000	670000000	122
chr7A_TA877	670000000	680000000	114
chr7A_TA877	680000000	690000000	131
chr7A_TA877	690000000	700000000	100
chr7A_TA877	700000000	710000000	186
chr7A_TA877	710000000	720000000	195
chr7A_TA877	720000000	728204638	120
chr1G_TA877	0	10000000	118
chr1G_TA877	10000000	20000000	118
chr1G_TA877	20000000	30000000	56
chr1G_TA877	30000000	40000000	77
chr1G_TA877	40000000	50000000	61
chr1G_TA877	50000000	60000000	64
chr1G_TA877	60000000	70000000	77
chr1G_TA877	70000000	80000000	84
chr1G_TA877	80000000	90000000	47
chr1G_TA877	90000000	100000000	50
chr1G_TA877	100000000	110000000	27
chr1G_TA877	110000000	120000000	28
chr1G_TA877	120000000	130000000	27
chr1G_TA877	130000000	140000000	37
chr1G_TA877	140000000	150000000	20
chr1G_TA877	150000000	160000000	35
chr1G_TA877	160000000	170000000	78
chr1G_TA877	170000000	180000000	41
chr1G_TA877	180000000	190000000	75
chr1G_TA877	190000000	200000000	54
chr1G_TA877	200000000	210000000	80
chr1G_TA877	210000000	220000000	103
chr1G_TA877	220000000	230000000	93
chr1G_TA877	230000000	240000000	83
chr1G_TA877	240000000	250000000	86
chr1G_TA877	250000000	260000000	57
chr1G_TA877	260000000	270000000	109
chr1G_TA877	270000000	280000000	103
chr1G_TA877	280000000	290000000	94
chr1G_TA877	290000000	300000000	98
chr1G_TA877	300000000	310000000	69
chr1G_TA877	310000000	320000000	102
chr1G_TA877	320000000	330000000	57
chr1G_TA877	330000000	340000000	101
chr1G_TA877	340000000	350000000	71
chr1G_TA877	350000000	360000000	63
chr1G_TA877	360000000	370000000	103
chr1G_TA877	370000000	380000000	110
chr1G_TA877	380000000	390000000	110
chr1G_TA877	390000000	400000000	148
chr1G_TA877	400000000	410000000	127
chr1G_TA877	410000000	420000000	175
chr1G_TA877	420000000	430000000	130
chr1G_TA877	430000000	440000000	107
chr1G_TA877	440000000	450000000	192
chr1G_TA877	450000000	460000000	177
chr1G_TA877	460000000	470000000	180
chr1G_TA877	470000000	480000000	207
chr1G_TA877	480000000	490000000	189
chr1G_TA877	490000000	499920424	103
chr2G_TA877	0	10000000	238
chr2G_TA877	10000000	20000000	223
chr2G_TA877	20000000	30000000	211
chr2G_TA877	30000000	40000000	168
chr2G_TA877	40000000	50000000	232
chr2G_TA877	50000000	60000000	114
chr2G_TA877	60000000	70000000	123
chr2G_TA877	70000000	80000000	137
chr2G_TA877	80000000	90000000	163
chr2G_TA877	90000000	100000000	131
chr2G_TA877	100000000	110000000	123
chr2G_TA877	110000000	120000000	134
chr2G_TA877	120000000	130000000	84
chr2G_TA877	130000000	140000000	108
chr2G_TA877	140000000	150000000	122
chr2G_TA877	150000000	160000000	71
chr2G_TA877	160000000	170000000	74
chr2G_TA877	170000000	180000000	53
chr2G_TA877	180000000	190000000	61
chr2G_TA877	190000000	200000000	73
chr2G_TA877	200000000	210000000	98
chr2G_TA877	210000000	220000000	50
chr2G_TA877	220000000	230000000	38
chr2G_TA877	230000000	240000000	25
chr2G_TA877	240000000	250000000	28
chr2G_TA877	250000000	260000000	29
chr2G_TA877	260000000	270000000	39
chr2G_TA877	270000000	280000000	26
chr2G_TA877	280000000	290000000	27
chr2G_TA877	290000000	300000000	17
chr2G_TA877	300000000	310000000	29
chr2G_TA877	310000000	320000000	30
chr2G_TA877	320000000	330000000	37
chr2G_TA877	330000000	340000000	69
chr2G_TA877	340000000	350000000	79
chr2G_TA877	350000000	360000000	79
chr2G_TA877	360000000	370000000	71
chr2G_TA877	370000000	380000000	58
chr2G_TA877	380000000	390000000	68
chr2G_TA877	390000000	400000000	94
chr2G_TA877	400000000	410000000	82
chr2G_TA877	410000000	420000000	102
chr2G_TA877	420000000	430000000	95
chr2G_TA877	430000000	440000000	87
chr2G_TA877	440000000	450000000	101
chr2G_TA877	450000000	460000000	102
chr2G_TA877	460000000	470000000	84
chr2G_TA877	470000000	480000000	95
chr2G_TA877	480000000	490000000	108
chr2G_TA877	490000000	500000000	105
chr2G_TA877	500000000	510000000	44
chr2G_TA877	510000000	520000000	99
chr2G_TA877	520000000	530000000	93
chr2G_TA877	530000000	540000000	108
chr2G_TA877	540000000	550000000	141
chr2G_TA877	550000000	560000000	129
chr2G_TA877	560000000	570000000	147
chr2G_TA877	570000000	580000000	160
chr2G_TA877	580000000	590000000	195
chr2G_TA877	590000000	600000000	164
chr2G_TA877	600000000	610000000	121
chr2G_TA877	610000000	620000000	102
chr2G_TA877	620000000	630000000	174
chr2G_TA877	630000000	640000000	202
chr2G_TA877	640000000	650000000	223
chr2G_TA877	650000000	660000000	203
chr2G_TA877	660000000	670000000	233
chr2G_TA877	670000000	680000000	187
chr2G_TA877	680000000	683726055	16
chr3G_TA877	0	10000000	219
chr3G_TA877	10000000	20000000	284
chr3G_TA877	20000000	30000000	186
chr3G_TA877	30000000	40000000	130
chr3G_TA877	40000000	50000000	120
chr3G_TA877	50000000	60000000	168
chr3G_TA877	60000000	70000000	126
chr3G_TA877	70000000	80000000	171
chr3G_TA877	80000000	90000000	86
chr3G_TA877	90000000	100000000	68
chr3G_TA877	100000000	110000000	64
chr3G_TA877	110000000	120000000	100
chr3G_TA877	120000000	130000000	126
chr3G_TA877	130000000	140000000	107
chr3G_TA877	140000000	150000000	83
chr3G_TA877	150000000	160000000	103
chr3G_TA877	160000000	170000000	74
chr3G_TA877	170000000	180000000	100
chr3G_TA877	180000000	190000000	99
chr3G_TA877	190000000	200000000	50
chr3G_TA877	200000000	210000000	73
chr3G_TA877	210000000	220000000	48
chr3G_TA877	220000000	230000000	30
chr3G_TA877	230000000	240000000	33
chr3G_TA877	240000000	250000000	39
chr3G_TA877	250000000	260000000	28
chr3G_TA877	260000000	270000000	30
chr3G_TA877	270000000	280000000	22
chr3G_TA877	280000000	290000000	8
chr3G_TA877	290000000	300000000	39
chr3G_TA877	300000000	310000000	30
chr3G_TA877	310000000	320000000	39
chr3G_TA877	320000000	330000000	66
chr3G_TA877	330000000	340000000	61
chr3G_TA877	340000000	350000000	51
chr3G_TA877	350000000	360000000	68
chr3G_TA877	360000000	370000000	99
chr3G_TA877	370000000	380000000	82
chr3G_TA877	380000000	390000000	94
chr3G_TA877	390000000	400000000	102
chr3G_TA877	400000000	410000000	107
chr3G_TA877	410000000	420000000	101
chr3G_TA877	420000000	430000000	91
chr3G_TA877	430000000	440000000	95
chr3G_TA877	440000000	450000000	103
chr3G_TA877	450000000	460000000	109
chr3G_TA877	460000000	470000000	132
chr3G_TA877	470000000	480000000	136
chr3G_TA877	480000000	490000000	86
chr3G_TA877	490000000	500000000	90
chr3G_TA877	500000000	510000000	108
chr3G_TA877	510000000	520000000	99
chr3G_TA877	520000000	530000000	151
chr3G_TA877	530000000	540000000	132
chr3G_TA877	540000000	550000000	134
chr3G_TA877	550000000	560000000	171
chr3G_TA877	560000000	570000000	109
chr3G_TA877	570000000	580000000	74
chr3G_TA877	580000000	590000000	189
chr3G_TA877	590000000	600000000	156
chr3G_TA877	600000000	610000000	197
chr3G_TA877	610000000	620000000	166
chr3G_TA877	620000000	630000000	208
chr3G_TA877	630000000	640000000	184
chr3G_TA877	640000000	650000000	196
chr3G_TA877	650000000	660000000	244
chr3G_TA877	660000000	670000000	195
chr3G_TA877	670000000	670590195	4
chr4G_TA877	0	10000000	140
chr4G_TA877	10000000	20000000	92
chr4G_TA877	20000000	30000000	99
chr4G_TA877	30000000	40000000	95
chr4G_TA877	40000000	50000000	126
chr4G_TA877	50000000	60000000	118
chr4G_TA877	60000000	70000000	103
chr4G_TA877	70000000	80000000	107
chr4G_TA877	80000000	90000000	116
chr4G_TA877	90000000	100000000	96
chr4G_TA877	100000000	110000000	148
chr4G_TA877	110000000	120000000	98
chr4G_TA877	120000000	130000000	106
chr4G_TA877	130000000	140000000	114
chr4G_TA877	140000000	150000000	84
chr4G_TA877	150000000	160000000	83
chr4G_TA877	160000000	170000000	91
chr4G_TA877	170000000	180000000	78
chr4G_TA877	180000000	190000000	73
chr4G_TA877	190000000	200000000	44
chr4G_TA877	200000000	210000000	50
chr4G_TA877	210000000	220000000	37
chr4G_TA877	220000000	230000000	38
chr4G_TA877	230000000	240000000	19
chr4G_TA877	240000000	250000000	29
chr4G_TA877	250000000	260000000	24
chr4G_TA877	260000000	270000000	23
chr4G_TA877	270000000	280000000	30
chr4G_TA877	280000000	290000000	15
chr4G_TA877	290000000	300000000	34
chr4G_TA877	300000000	310000000	25
chr4G_TA877	310000000	320000000	16
chr4G_TA877	320000000	330000000	34
chr4G_TA877	330000000	340000000	36
chr4G_TA877	340000000	350000000	43
chr4G_TA877	350000000	360000000	74
chr4G_TA877	360000000	370000000	60
chr4G_TA877	370000000	380000000	45
chr4G_TA877	380000000	390000000	65
chr4G_TA877	390000000	400000000	70
chr4G_TA877	400000000	410000000	64
chr4G_TA877	410000000	420000000	73
chr4G_TA877	420000000	430000000	71
chr4G_TA877	430000000	440000000	99
chr4G_TA877	440000000	450000000	64
chr4G_TA877	450000000	460000000	79
chr4G_TA877	460000000	470000000	116
chr4G_TA877	470000000	480000000	81
chr4G_TA877	480000000	490000000	90
chr4G_TA877	490000000	500000000	75
chr4G_TA877	500000000	510000000	76
chr4G_TA877	510000000	520000000	76
chr4G_TA877	520000000	530000000	95
chr4G_TA877	530000000	540000000	110
chr4G_TA877	540000000	550000000	109
chr4G_TA877	550000000	560000000	120
chr4G_TA877	560000000	570000000	86
chr4G_TA877	570000000	580000000	101
chr4G_TA877	580000000	590000000	137
chr4G_TA877	590000000	600000000	192
chr4G_TA877	600000000	610000000	107
