Chr	Start	End	density
chr2A_TA2804	130000001	140000000	2443
chr2A_TA2804	140000001	150000000	2269
chr2A_TA2804	150000001	160000000	2264
chr2A_TA2804	160000001	170000000	2517
chr2A_TA2804	170000001	180000000	2342
chr2A_TA2804	180000001	190000000	2409
chr2A_TA2804	190000001	200000000	2316
chr2A_TA2804	200000001	210000000	2160
chr2A_TA2804	210000001	220000000	2605
chr2A_TA2804	220000001	230000000	2801
chr2A_TA2804	230000001	240000000	2983
chr2A_TA2804	240000001	250000000	2736
chr2A_TA2804	250000001	260000000	2930
chr2A_TA2804	260000001	270000000	2770
chr2A_TA2804	270000001	280000000	2788
chr2A_TA2804	280000001	290000000	2826
chr2A_TA2804	290000001	300000000	3322
chr2A_TA2804	300000001	310000000	3395
chr2A_TA2804	310000001	320000000	2731
chr2A_TA2804	320000001	330000000	3117
chr2A_TA2804	330000001	340000000	3699
chr2A_TA2804	340000001	350000000	4115
chr2A_TA2804	350000001	360000000	3455
chr2A_TA2804	360000001	370000000	2607
chr2A_TA2804	370000001	380000000	2414
chr2A_TA2804	380000001	390000000	2461
chr2A_TA2804	390000001	400000000	2411
chr2A_TA2804	400000001	410000000	2638
chr2A_TA2804	410000001	420000000	2395
chr2A_TA2804	420000001	430000000	2651
chr2A_TA2804	430000001	440000000	2454
chr2A_TA2804	440000001	450000000	2518
chr2A_TA2804	450000001	460000000	2452
chr2A_TA2804	460000001	470000000	2435
chr2A_TA2804	470000001	480000000	2667
chr2A_TA2804	480000001	490000000	2519
chr2A_TA2804	490000001	500000000	2339
chr2A_TA2804	500000001	510000000	2350
chr2A_TA2804	510000001	520000000	2303
chr2A_TA2804	520000001	530000000	2342
chr2A_TA2804	530000001	540000000	2578
chr2A_TA2804	540000001	550000000	2635
chr2A_TA2804	550000001	560000000	2191
chr2A_TA2804	560000001	570000000	2327
chr2A_TA2804	570000001	580000000	2257
chr2A_TA2804	580000001	590000000	2349
chr2A_TA2804	590000001	600000000	1942
chr2A_TA2804	600000001	610000000	2256
chr2A_TA2804	610000001	620000000	2264
chr2A_TA2804	620000001	630000000	2430
chr2A_TA2804	630000001	640000000	2433
chr2A_TA2804	640000001	650000000	2063
chr2A_TA2804	650000001	660000000	2047
chr2A_TA2804	660000001	670000000	1977
chr2A_TA2804	670000001	680000000	1883
chr2A_TA2804	680000001	690000000	1967
chr2A_TA2804	690000001	700000000	1516
chr2A_TA2804	700000001	710000000	1658
chr2A_TA2804	710000001	720000000	1718
chr2A_TA2804	720000001	730000000	1599
chr2A_TA2804	730000001	740000000	1291
chr2A_TA2804	740000001	750000000	1174
chr2A_TA2804	750000001	760000000	1282
chr2A_TA2804	760000001	768562081	870
chr3A_TA2804	1	10000000	1085
chr3A_TA2804	10000001	20000000	1674
chr3A_TA2804	20000001	30000000	1834
chr3A_TA2804	30000001	40000000	1896
chr3A_TA2804	40000001	50000000	2181
chr3A_TA2804	50000001	60000000	2325
chr3A_TA2804	60000001	70000000	2815
chr3A_TA2804	70000001	80000000	2767
chr3A_TA2804	80000001	90000000	2458
chr3A_TA2804	90000001	100000000	2652
chr3A_TA2804	100000001	110000000	2740
chr3A_TA2804	110000001	120000000	2641
chr3A_TA2804	120000001	130000000	2738
chr3A_TA2804	130000001	140000000	3056
chr3A_TA2804	140000001	150000000	2654
chr3A_TA2804	150000001	160000000	2625
chr3A_TA2804	160000001	170000000	2593
chr3A_TA2804	170000001	180000000	2797
chr3A_TA2804	180000001	190000000	2787
chr3A_TA2804	190000001	200000000	2854
chr3A_TA2804	200000001	210000000	2572
chr3A_TA2804	210000001	220000000	2889
chr3A_TA2804	220000001	230000000	2656
chr3A_TA2804	230000001	240000000	1998
chr3A_TA2804	240000001	250000000	3003
chr3A_TA2804	250000001	260000000	2890
chr3A_TA2804	260000001	270000000	3338
chr3A_TA2804	270000001	280000000	2996
chr3A_TA2804	280000001	290000000	3222
chr3A_TA2804	290000001	300000000	3445
chr3A_TA2804	300000001	310000000	4824
chr3A_TA2804	310000001	320000000	6102
chr3A_TA2804	320000001	330000000	3659
chr3A_TA2804	330000001	340000000	3050
chr3A_TA2804	340000001	350000000	3028
chr3A_TA2804	350000001	360000000	2791
chr3A_TA2804	360000001	370000000	2961
chr3A_TA2804	370000001	380000000	2563
chr3A_TA2804	380000001	390000000	2764
chr3A_TA2804	390000001	400000000	2758
chr3A_TA2804	400000001	410000000	2862
chr3A_TA2804	410000001	420000000	2778
chr3A_TA2804	420000001	430000000	2566
chr3A_TA2804	430000001	440000000	2755
chr3A_TA2804	440000001	450000000	2599
chr3A_TA2804	450000001	460000000	2609
chr3A_TA2804	460000001	470000000	2542
chr3A_TA2804	470000001	480000000	2470
chr3A_TA2804	480000001	490000000	2592
chr3A_TA2804	490000001	500000000	2662
chr3A_TA2804	500000001	510000000	2576
chr3A_TA2804	510000001	520000000	2537
chr3A_TA2804	520000001	530000000	2780
chr3A_TA2804	530000001	540000000	2351
chr3A_TA2804	540000001	550000000	2603
chr3A_TA2804	550000001	560000000	2633
chr3A_TA2804	560000001	570000000	2650
chr3A_TA2804	570000001	580000000	2810
chr3A_TA2804	580000001	590000000	2379
chr3A_TA2804	590000001	600000000	2682
chr3A_TA2804	600000001	610000000	2557
chr3A_TA2804	610000001	620000000	2521
chr3A_TA2804	620000001	630000000	2276
chr3A_TA2804	630000001	640000000	2447
chr3A_TA2804	640000001	650000000	2536
chr3A_TA2804	650000001	660000000	2441
chr3A_TA2804	660000001	670000000	2105
chr3A_TA2804	670000001	670699037	153
chr4A_TA2804	1	10000000	1585
chr4A_TA2804	10000001	20000000	2036
chr4A_TA2804	20000001	30000000	2422
chr4A_TA2804	30000001	40000000	2550
chr4A_TA2804	40000001	50000000	2787
chr4A_TA2804	50000001	60000000	2714
chr4A_TA2804	60000001	70000000	2776
chr4A_TA2804	70000001	80000000	3007
chr4A_TA2804	80000001	90000000	3214
chr4A_TA2804	90000001	100000000	2935
chr4A_TA2804	100000001	110000000	3111
chr4A_TA2804	110000001	120000000	2920
chr4A_TA2804	120000001	130000000	2944
chr4A_TA2804	130000001	140000000	3010
chr4A_TA2804	140000001	150000000	3189
chr4A_TA2804	150000001	160000000	3088
chr4A_TA2804	160000001	170000000	3294
chr4A_TA2804	170000001	180000000	2993
chr4A_TA2804	180000001	190000000	3430
chr4A_TA2804	190000001	200000000	3832
chr4A_TA2804	200000001	210000000	3635
chr4A_TA2804	210000001	220000000	3154
chr4A_TA2804	220000001	230000000	3692
chr4A_TA2804	230000001	240000000	3562
chr4A_TA2804	240000001	250000000	3450
chr4A_TA2804	250000001	260000000	5247
chr4A_TA2804	260000001	270000000	3884
chr4A_TA2804	270000001	280000000	3829
chr4A_TA2804	280000001	290000000	4024
chr4A_TA2804	290000001	300000000	3840
chr4A_TA2804	300000001	310000000	3921
chr4A_TA2804	310000001	320000000	3635
chr4A_TA2804	320000001	330000000	3872
chr4A_TA2804	330000001	340000000	3392
chr4A_TA2804	340000001	350000000	3421
chr4A_TA2804	350000001	360000000	3404
chr4A_TA2804	360000001	370000000	3639
chr4A_TA2804	370000001	380000000	3741
chr4A_TA2804	380000001	390000000	3774
chr4A_TA2804	390000001	400000000	3510
chr4A_TA2804	400000001	410000000	3210
chr4A_TA2804	410000001	420000000	3180
chr4A_TA2804	420000001	430000000	3507
chr4A_TA2804	430000001	440000000	2974
chr4A_TA2804	440000001	450000000	3028
chr4A_TA2804	450000001	460000000	2857
chr4A_TA2804	460000001	470000000	3180
chr4A_TA2804	470000001	480000000	3218
chr4A_TA2804	480000001	490000000	2963
chr4A_TA2804	490000001	500000000	3186
chr4A_TA2804	500000001	510000000	2889
chr4A_TA2804	510000001	520000000	2884
chr4A_TA2804	520000001	530000000	2886
chr4A_TA2804	530000001	540000000	3090
chr4A_TA2804	540000001	550000000	2949
chr4A_TA2804	550000001	560000000	2584
chr4A_TA2804	560000001	570000000	2783
chr4A_TA2804	570000001	580000000	2564
chr4A_TA2804	580000001	590000000	2414
chr4A_TA2804	590000001	600000000	2333
chr4A_TA2804	600000001	610000000	2111
chr4A_TA2804	610000001	620000000	1618
chr4A_TA2804	620000001	630000000	1435
chr4A_TA2804	630000001	640000000	2118
chr4A_TA2804	640000001	650000000	2418
chr4A_TA2804	650000001	660000000	2169
chr4A_TA2804	660000001	670000000	1977
chr4A_TA2804	670000001	680000000	1705
chr4A_TA2804	680000001	690000000	1601
chr4A_TA2804	690000001	700000000	1637
chr4A_TA2804	700000001	710000000	1946
chr4A_TA2804	710000001	720000000	1668
chr4A_TA2804	720000001	730000000	1868
chr4A_TA2804	730000001	740000000	1783
chr4A_TA2804	740000001	750000000	2002
chr4A_TA2804	750000001	760000000	1637
chr4A_TA2804	760000001	770000000	1634
chr4A_TA2804	770000001	772671662	518
chr5A_TA2804	1	10000000	1569
chr5A_TA2804	10000001	20000000	2051
chr5A_TA2804	20000001	30000000	2477
chr5A_TA2804	30000001	40000000	2012
chr5A_TA2804	40000001	50000000	2218
chr5A_TA2804	50000001	60000000	2500
chr5A_TA2804	60000001	70000000	2232
chr5A_TA2804	70000001	80000000	2468
chr5A_TA2804	80000001	90000000	2584
chr5A_TA2804	90000001	100000000	2586
chr5A_TA2804	100000001	110000000	2870
chr5A_TA2804	110000001	120000000	2587
chr5A_TA2804	120000001	130000000	2530
chr5A_TA2804	130000001	140000000	2777
chr5A_TA2804	140000001	150000000	2932
chr5A_TA2804	150000001	160000000	2809
chr5A_TA2804	160000001	170000000	3078
chr5A_TA2804	170000001	180000000	2979
chr5A_TA2804	180000001	190000000	2998
chr5A_TA2804	190000001	200000000	3180
chr5A_TA2804	200000001	210000000	2926
chr5A_TA2804	210000001	220000000	2906
chr5A_TA2804	220000001	230000000	3918
chr5A_TA2804	230000001	240000000	5517
chr5A_TA2804	240000001	250000000	3562
chr5A_TA2804	250000001	260000000	2931
chr5A_TA2804	260000001	270000000	2838
chr5A_TA2804	270000001	280000000	2779
chr5A_TA2804	280000001	290000000	2660
chr5A_TA2804	290000001	300000000	2408
chr5A_TA2804	300000001	310000000	2620
chr5A_TA2804	310000001	320000000	2452
chr5A_TA2804	320000001	330000000	2514
chr5A_TA2804	330000001	340000000	2798
chr5A_TA2804	340000001	350000000	2733
chr5A_TA2804	350000001	360000000	2695
chr5A_TA2804	360000001	370000000	2443
chr5A_TA2804	370000001	380000000	2498
chr5A_TA2804	380000001	390000000	2552
chr5A_TA2804	390000001	400000000	2638
chr5A_TA2804	400000001	410000000	2546
chr5A_TA2804	410000001	420000000	2443
chr5A_TA2804	420000001	430000000	2546
chr5A_TA2804	430000001	440000000	2545
chr5A_TA2804	440000001	450000000	2327
chr5A_TA2804	450000001	460000000	2383
chr5A_TA2804	460000001	470000000	2145
chr5A_TA2804	470000001	480000000	2438
chr5A_TA2804	480000001	490000000	2441
chr5A_TA2804	490000001	500000000	2221
chr5A_TA2804	500000001	510000000	2551
chr5A_TA2804	510000001	520000000	2237
chr5A_TA2804	520000001	530000000	2284
chr5A_TA2804	530000001	540000000	1769
chr5A_TA2804	540000001	550000000	1973
chr5A_TA2804	550000001	560000000	1579
chr5A_TA2804	560000001	570000000	1456
chr5A_TA2804	570000001	580000000	2320
chr5A_TA2804	580000001	590000000	2226
chr5A_TA2804	590000001	600000000	1906
chr5A_TA2804	600000001	610000000	2181
chr5A_TA2804	610000001	614132190	655
chr6A_TA2804	1	10000000	1216
chr6A_TA2804	10000001	20000000	1312
chr6A_TA2804	20000001	30000000	2364
chr6A_TA2804	30000001	40000000	1962
chr6A_TA2804	40000001	50000000	1822
chr6A_TA2804	50000001	60000000	1686
chr6A_TA2804	60000001	70000000	2914
chr6A_TA2804	70000001	80000000	2833
chr6A_TA2804	80000001	90000000	2646
chr6A_TA2804	90000001	100000000	2453
chr6A_TA2804	100000001	110000000	2153
chr6A_TA2804	110000001	120000000	2486
chr6A_TA2804	120000001	130000000	2740
chr6A_TA2804	130000001	140000000	2915
chr6A_TA2804	140000001	150000000	2661
chr6A_TA2804	150000001	160000000	2813
chr6A_TA2804	160000001	170000000	2874
chr6A_TA2804	170000001	180000000	3154
chr6A_TA2804	180000001	190000000	2777
chr6A_TA2804	190000001	200000000	3213
chr6A_TA2804	200000001	210000000	3115
chr6A_TA2804	210000001	220000000	3394
chr6A_TA2804	220000001	230000000	3085
chr6A_TA2804	230000001	240000000	3916
chr6A_TA2804	240000001	250000000	4042
chr6A_TA2804	250000001	260000000	4791
chr6A_TA2804	260000001	270000000	3220
chr6A_TA2804	270000001	280000000	3369
chr6A_TA2804	280000001	290000000	3099
chr6A_TA2804	290000001	300000000	3391
chr6A_TA2804	300000001	310000000	3209
chr6A_TA2804	310000001	320000000	3257
chr6A_TA2804	320000001	330000000	3640
chr6A_TA2804	330000001	340000000	2937
chr6A_TA2804	340000001	350000000	2971
chr6A_TA2804	350000001	360000000	2853
chr6A_TA2804	360000001	370000000	3094
chr6A_TA2804	370000001	380000000	3140
chr6A_TA2804	380000001	390000000	2895
chr6A_TA2804	390000001	400000000	2850
chr6A_TA2804	400000001	410000000	2810
chr6A_TA2804	410000001	420000000	2937
chr6A_TA2804	420000001	430000000	2891
chr6A_TA2804	430000001	440000000	3057
chr6A_TA2804	440000001	450000000	2964
chr6A_TA2804	450000001	460000000	2754
chr6A_TA2804	460000001	470000000	2616
chr6A_TA2804	470000001	480000000	2938
chr6A_TA2804	480000001	490000000	2450
chr6A_TA2804	490000001	500000000	2512
chr6A_TA2804	500000001	510000000	2563
chr6A_TA2804	510000001	520000000	2425
chr6A_TA2804	520000001	530000000	2566
chr6A_TA2804	530000001	540000000	2105
chr6A_TA2804	540000001	550000000	2246
chr6A_TA2804	550000001	560000000	1622
chr6A_TA2804	560000001	570000000	1839
chr6A_TA2804	570000001	580000000	1215
chr6A_TA2804	580000001	582428954	361
chr7A_TA2804	1	10000000	986
chr7A_TA2804	10000001	20000000	1303
chr7A_TA2804	20000001	30000000	1150
chr7A_TA2804	30000001	40000000	1245
chr7A_TA2804	40000001	50000000	1535
chr7A_TA2804	50000001	60000000	1571
chr7A_TA2804	60000001	70000000	1778
chr7A_TA2804	70000001	80000000	1904
chr7A_TA2804	80000001	90000000	1883
chr7A_TA2804	90000001	100000000	2155
chr7A_TA2804	100000001	110000000	2639
chr7A_TA2804	110000001	120000000	1915
chr7A_TA2804	120000001	130000000	2092
chr7A_TA2804	130000001	140000000	2193
chr7A_TA2804	140000001	150000000	2375
chr7A_TA2804	150000001	160000000	2557
chr7A_TA2804	160000001	170000000	2144
chr7A_TA2804	170000001	180000000	2385
chr7A_TA2804	180000001	190000000	2301
chr7A_TA2804	190000001	200000000	2286
chr7A_TA2804	200000001	210000000	2392
chr7A_TA2804	210000001	220000000	2267
chr7A_TA2804	220000001	230000000	2730
chr7A_TA2804	230000001	240000000	2452
chr7A_TA2804	240000001	250000000	2349
chr7A_TA2804	250000001	260000000	2378
chr7A_TA2804	260000001	270000000	2547
chr7A_TA2804	270000001	280000000	2519
chr7A_TA2804	280000001	290000000	2403
chr7A_TA2804	290000001	300000000	2763
chr7A_TA2804	300000001	310000000	2469
chr7A_TA2804	310000001	320000000	2755
chr7A_TA2804	320000001	330000000	2925
chr7A_TA2804	330000001	340000000	2833
chr7A_TA2804	340000001	350000000	2695
chr7A_TA2804	350000001	360000000	3380
chr7A_TA2804	360000001	370000000	4504
chr7A_TA2804	370000001	380000000	3768
chr7A_TA2804	380000001	390000000	3114
chr7A_TA2804	390000001	400000000	3746
chr7A_TA2804	400000001	410000000	2906
chr7A_TA2804	410000001	420000000	2549
chr7A_TA2804	420000001	430000000	2676
chr7A_TA2804	430000001	440000000	2259
chr7A_TA2804	440000001	450000000	2356
chr7A_TA2804	450000001	460000000	2405
chr7A_TA2804	460000001	470000000	2467
chr7A_TA2804	470000001	480000000	2312
chr7A_TA2804	480000001	490000000	2383
chr7A_TA2804	490000001	500000000	2476
chr7A_TA2804	500000001	510000000	2361
chr7A_TA2804	510000001	520000000	2524
chr7A_TA2804	520000001	530000000	2230
chr7A_TA2804	530000001	540000000	2584
chr7A_TA2804	540000001	550000000	2159
chr7A_TA2804	550000001	560000000	2372
chr7A_TA2804	560000001	570000000	2352
chr7A_TA2804	570000001	580000000	2453
chr7A_TA2804	580000001	590000000	2348
chr7A_TA2804	590000001	600000000	2551
chr7A_TA2804	600000001	610000000	2307
chr7A_TA2804	610000001	620000000	2233
chr7A_TA2804	620000001	630000000	2291
chr7A_TA2804	630000001	640000000	2090
chr7A_TA2804	640000001	650000000	1971
chr7A_TA2804	650000001	660000000	1963
chr7A_TA2804	660000001	670000000	2286
chr7A_TA2804	670000001	680000000	1657
chr7A_TA2804	680000001	690000000	2081
chr7A_TA2804	690000001	700000000	1794
chr7A_TA2804	700000001	710000000	1517
chr7A_TA2804	710000001	720000000	1641
chr7A_TA2804	720000001	730000000	1670
chr7A_TA2804	730000001	740000000	1352
chr7A_TA2804	740000001	746009334	692
chr1G_TA2804	1	10000000	679
chr1G_TA2804	10000001	20000000	1771
chr1G_TA2804	20000001	30000000	2104
chr1G_TA2804	30000001	40000000	2308
chr1G_TA2804	40000001	50000000	2458
chr1G_TA2804	50000001	60000000	2191
chr1G_TA2804	60000001	70000000	2140
chr1G_TA2804	70000001	80000000	2243
chr1G_TA2804	80000001	90000000	2459
chr1G_TA2804	90000001	100000000	2488
chr1G_TA2804	100000001	110000000	2590
chr1G_TA2804	110000001	120000000	2789
chr1G_TA2804	120000001	130000000	2935
chr1G_TA2804	130000001	140000000	3056
chr1G_TA2804	140000001	150000000	3877
chr1G_TA2804	150000001	160000000	3268
chr1G_TA2804	160000001	170000000	2403
chr1G_TA2804	170000001	180000000	2375
chr1G_TA2804	180000001	190000000	2049
chr1G_TA2804	190000001	200000000	2401
chr1G_TA2804	200000001	210000000	2153
chr1G_TA2804	210000001	220000000	2245
chr1G_TA2804	220000001	230000000	2353
chr1G_TA2804	230000001	240000000	2180
chr1G_TA2804	240000001	250000000	2472
chr1G_TA2804	250000001	260000000	2215
chr1G_TA2804	260000001	270000000	1967
chr1G_TA2804	270000001	280000000	2265
chr1G_TA2804	280000001	290000000	2153
chr1G_TA2804	290000001	300000000	2231
chr1G_TA2804	300000001	310000000	2146
chr1G_TA2804	310000001	320000000	2031
chr1G_TA2804	320000001	330000000	2581
chr1G_TA2804	330000001	340000000	2182
chr1G_TA2804	340000001	350000000	2337
chr1G_TA2804	350000001	360000000	1718
chr1G_TA2804	360000001	370000000	2298
chr1G_TA2804	370000001	380000000	2182
chr1G_TA2804	380000001	390000000	2154
chr1G_TA2804	390000001	400000000	1636
chr1G_TA2804	400000001	410000000	1844
chr1G_TA2804	410000001	420000000	1686
chr1G_TA2804	420000001	430000000	1947
chr1G_TA2804	430000001	440000000	1908
chr1G_TA2804	440000001	450000000	1438
chr1G_TA2804	450000001	460000000	1372
chr1G_TA2804	460000001	470000000	1709
chr1G_TA2804	470000001	480000000	1491
chr1G_TA2804	480000001	490000000	1362
chr1G_TA2804	490000001	497037353	756
chr2G_TA2804	1	10000000	1334
chr2G_TA2804	10000001	20000000	1934
chr2G_TA2804	20000001	30000000	1402
chr2G_TA2804	30000001	40000000	1602
chr2G_TA2804	40000001	50000000	1700
chr2G_TA2804	50000001	60000000	1924
chr2G_TA2804	60000001	70000000	1919
chr2G_TA2804	70000001	80000000	2171
chr2G_TA2804	80000001	90000000	1903
chr2G_TA2804	90000001	100000000	585
chr2G_TA2804	100000001	110000000	1057
chr2G_TA2804	110000001	120000000	2167
chr2G_TA2804	120000001	130000000	2099
chr2G_TA2804	130000001	140000000	2197
chr2G_TA2804	140000001	150000000	2525
chr2G_TA2804	150000001	160000000	2677
chr2G_TA2804	160000001	170000000	2334
chr2G_TA2804	170000001	180000000	2667
chr2G_TA2804	180000001	190000000	2426
chr2G_TA2804	190000001	200000000	2490
chr2G_TA2804	200000001	210000000	2411
chr2G_TA2804	210000001	220000000	2634
chr2G_TA2804	220000001	230000000	2555
chr2G_TA2804	230000001	240000000	2540
chr2G_TA2804	240000001	250000000	3316
chr2G_TA2804	250000001	260000000	3228
chr2G_TA2804	260000001	270000000	3005
chr2G_TA2804	270000001	280000000	3324
chr2G_TA2804	280000001	290000000	3089
chr2G_TA2804	290000001	300000000	4042
chr2G_TA2804	300000001	310000000	3144
chr2G_TA2804	310000001	320000000	3736
chr2G_TA2804	320000001	330000000	4677
chr2G_TA2804	330000001	340000000	3151
chr2G_TA2804	340000001	350000000	2967
chr2G_TA2804	350000001	360000000	2499
chr2G_TA2804	360000001	370000000	2625
chr2G_TA2804	370000001	380000000	2633
chr2G_TA2804	380000001	390000000	2638
chr2G_TA2804	390000001	400000000	2688
chr2G_TA2804	400000001	410000000	2749
chr2G_TA2804	410000001	420000000	2518
chr2G_TA2804	420000001	430000000	2574
chr2G_TA2804	430000001	440000000	2450
chr2G_TA2804	440000001	450000000	2557
chr2G_TA2804	450000001	460000000	2592
chr2G_TA2804	460000001	470000000	2474
chr2G_TA2804	470000001	480000000	2264
chr2G_TA2804	480000001	490000000	2346
chr2G_TA2804	490000001	500000000	1435
chr2G_TA2804	500000001	510000000	2525
chr2G_TA2804	510000001	520000000	2118
chr2G_TA2804	520000001	530000000	2582
chr2G_TA2804	530000001	540000000	2560
chr2G_TA2804	540000001	550000000	2520
chr2G_TA2804	550000001	560000000	2302
chr2G_TA2804	560000001	570000000	2332
chr2G_TA2804	570000001	580000000	2197
chr2G_TA2804	580000001	590000000	1856
chr2G_TA2804	590000001	600000000	2117
chr2G_TA2804	600000001	610000000	2196
chr2G_TA2804	610000001	620000000	2211
chr2G_TA2804	620000001	630000000	2200
chr2G_TA2804	630000001	640000000	2232
chr2G_TA2804	640000001	650000000	1801
chr2G_TA2804	650000001	660000000	1463
chr2G_TA2804	660000001	670000000	1782
chr2G_TA2804	670000001	680000000	1356
chr2G_TA2804	680000001	689748856	1131
chr3G_TA2804	1	10000000	1382
chr3G_TA2804	10000001	20000000	1474
chr3G_TA2804	20000001	30000000	1889
chr3G_TA2804	30000001	40000000	1832
chr3G_TA2804	40000001	50000000	2083
chr3G_TA2804	50000001	60000000	1891
chr3G_TA2804	60000001	70000000	1711
chr3G_TA2804	70000001	80000000	2237
chr3G_TA2804	80000001	90000000	2801
chr3G_TA2804	90000001	100000000	3126
chr3G_TA2804	100000001	110000000	2881
chr3G_TA2804	110000001	120000000	2647
chr3G_TA2804	120000001	130000000	2771
chr3G_TA2804	130000001	140000000	2745
chr3G_TA2804	140000001	150000000	2950
chr3G_TA2804	150000001	160000000	2735
chr3G_TA2804	160000001	170000000	3092
chr3G_TA2804	170000001	180000000	2852
chr3G_TA2804	180000001	190000000	3143
chr3G_TA2804	190000001	200000000	2841
chr3G_TA2804	200000001	210000000	2816
chr3G_TA2804	210000001	220000000	3129
chr3G_TA2804	220000001	230000000	3222
chr3G_TA2804	230000001	240000000	3293
chr3G_TA2804	240000001	250000000	3266
chr3G_TA2804	250000001	260000000	3414
chr3G_TA2804	260000001	270000000	3372
chr3G_TA2804	270000001	280000000	3504
chr3G_TA2804	280000001	290000000	4141
chr3G_TA2804	290000001	300000000	3913
chr3G_TA2804	300000001	310000000	2368
chr3G_TA2804	310000001	320000000	2971
chr3G_TA2804	320000001	330000000	2936
chr3G_TA2804	330000001	340000000	2842
chr3G_TA2804	340000001	350000000	3056
chr3G_TA2804	350000001	360000000	2910
chr3G_TA2804	360000001	370000000	2926
chr3G_TA2804	370000001	380000000	3004
chr3G_TA2804	380000001	390000000	2898
chr3G_TA2804	390000001	400000000	2684
chr3G_TA2804	400000001	410000000	2861
chr3G_TA2804	410000001	420000000	2749
chr3G_TA2804	420000001	430000000	2780
chr3G_TA2804	430000001	440000000	2623
chr3G_TA2804	440000001	450000000	2728
chr3G_TA2804	450000001	460000000	2541
chr3G_TA2804	460000001	470000000	2731
chr3G_TA2804	470000001	480000000	2554
chr3G_TA2804	480000001	490000000	2660
chr3G_TA2804	490000001	500000000	2962
chr3G_TA2804	500000001	510000000	3003
chr3G_TA2804	510000001	520000000	2745
chr3G_TA2804	520000001	530000000	2924
chr3G_TA2804	530000001	540000000	2642
chr3G_TA2804	540000001	550000000	2236
chr3G_TA2804	550000001	560000000	2603
chr3G_TA2804	560000001	570000000	2634
chr3G_TA2804	570000001	580000000	2566
chr3G_TA2804	580000001	590000000	1874
chr3G_TA2804	590000001	600000000	1791
chr3G_TA2804	600000001	610000000	1467
chr3G_TA2804	610000001	620000000	1738
chr3G_TA2804	620000001	630000000	1914
chr3G_TA2804	630000001	640000000	1652
chr3G_TA2804	640000001	650000000	1568
chr3G_TA2804	650000001	660000000	1464
chr3G_TA2804	660000001	667333744	1207
