Chr	Start	End	Cenh3
chr1A_TA2804	61500000	62000000	8958
chr1A_TA2804	62000000	62500000	10048
chr1A_TA2804	62500000	63000000	9736
chr1A_TA2804	63000000	63500000	10395
chr1A_TA2804	63500000	64000000	9153
chr1A_TA2804	64000000	64500000	8438
chr1A_TA2804	64500000	65000000	9156
chr1A_TA2804	65000000	65500000	9154
chr1A_TA2804	65500000	66000000	8982
chr1A_TA2804	66000000	66500000	8604
chr1A_TA2804	66500000	67000000	9376
chr1A_TA2804	67000000	67500000	9382
chr1A_TA2804	67500000	68000000	9100
chr1A_TA2804	68000000	68500000	8826
chr1A_TA2804	68500000	69000000	9246
chr1A_TA2804	69000000	69500000	9784
chr1A_TA2804	69500000	70000000	9740
chr1A_TA2804	70000000	70500000	9528
chr1A_TA2804	70500000	71000000	8246
chr1A_TA2804	71000000	71500000	9586
chr1A_TA2804	71500000	72000000	9586
chr1A_TA2804	72000000	72500000	9014
chr1A_TA2804	72500000	73000000	9706
chr1A_TA2804	73000000	73500000	10616
chr1A_TA2804	73500000	74000000	9322
chr1A_TA2804	74000000	74500000	10334
chr1A_TA2804	74500000	75000000	10124
chr1A_TA2804	75000000	75500000	10246
chr1A_TA2804	75500000	76000000	10695
chr1A_TA2804	76000000	76500000	9609
chr1A_TA2804	76500000	77000000	11324
chr1A_TA2804	77000000	77500000	11078
chr1A_TA2804	77500000	78000000	9236
chr1A_TA2804	78000000	78500000	9632
chr1A_TA2804	78500000	79000000	10501
chr1A_TA2804	79000000	79500000	8689
chr1A_TA2804	79500000	80000000	9560
chr1A_TA2804	80000000	80500000	10014
chr1A_TA2804	80500000	81000000	9706
chr1A_TA2804	81000000	81500000	9586
chr1A_TA2804	81500000	82000000	10276
chr1A_TA2804	82000000	82500000	9168
chr1A_TA2804	82500000	83000000	8802
chr1A_TA2804	83000000	83500000	9800
chr1A_TA2804	83500000	84000000	8852
chr1A_TA2804	84000000	84500000	9258
chr1A_TA2804	84500000	85000000	9594
chr1A_TA2804	85000000	85500000	9760
chr1A_TA2804	85500000	86000000	10437
chr1A_TA2804	86000000	86500000	10405
chr1A_TA2804	86500000	87000000	10024
chr1A_TA2804	87000000	87500000	10444
chr1A_TA2804	87500000	88000000	10116
chr1A_TA2804	88000000	88500000	9996
chr1A_TA2804	88500000	89000000	9244
chr1A_TA2804	89000000	89500000	10164
chr1A_TA2804	89500000	90000000	9746
chr1A_TA2804	90000000	90500000	11208
chr1A_TA2804	90500000	91000000	9730
chr1A_TA2804	91000000	91500000	10536
chr1A_TA2804	91500000	92000000	10822
chr1A_TA2804	92000000	92500000	9116
chr1A_TA2804	92500000	93000000	10582
chr1A_TA2804	93000000	93500000	11202
chr1A_TA2804	93500000	94000000	11236
chr1A_TA2804	94000000	94500000	9995
chr1A_TA2804	94500000	95000000	9753
chr1A_TA2804	95000000	95500000	11128
chr1A_TA2804	95500000	96000000	10336
chr1A_TA2804	96000000	96500000	9867
chr1A_TA2804	96500000	97000000	9238
chr1A_TA2804	97000000	97500000	9127
chr1A_TA2804	97500000	98000000	9640
chr1A_TA2804	98000000	98500000	9723
chr1A_TA2804	98500000	99000000	10783
chr1A_TA2804	99000000	99500000	9930
chr1A_TA2804	99500000	100000000	10616
chr1A_TA2804	100000000	100500000	10276
chr1A_TA2804	100500000	101000000	9818
chr1A_TA2804	101000000	101500000	11028
chr1A_TA2804	101500000	102000000	9319
chr1A_TA2804	102000000	102500000	10811
chr1A_TA2804	102500000	103000000	9974
chr1A_TA2804	103000000	103500000	10032
chr1A_TA2804	103500000	104000000	9588
chr1A_TA2804	104000000	104500000	9956
chr1A_TA2804	104500000	105000000	9634
chr1A_TA2804	105000000	105500000	10120
chr1A_TA2804	105500000	106000000	10456
chr1A_TA2804	106000000	106500000	9370
chr1A_TA2804	106500000	107000000	9900
chr1A_TA2804	107000000	107500000	10724
chr1A_TA2804	107500000	108000000	10334
chr1A_TA2804	108000000	108500000	10556
chr1A_TA2804	108500000	109000000	10725
chr1A_TA2804	109000000	109500000	10177
chr1A_TA2804	109500000	110000000	10752
chr1A_TA2804	110000000	110500000	10078
chr1A_TA2804	110500000	111000000	10416
chr1A_TA2804	111000000	111500000	9334
chr1A_TA2804	111500000	112000000	10862
chr1A_TA2804	112000000	112500000	12220
chr1A_TA2804	112500000	113000000	11098
chr1A_TA2804	113000000	113500000	10864
chr1A_TA2804	113500000	114000000	10092
chr1A_TA2804	114000000	114500000	10758
chr1A_TA2804	114500000	115000000	11198
chr1A_TA2804	115000000	115500000	10340
chr1A_TA2804	115500000	116000000	10396
chr1A_TA2804	116000000	116500000	8562
chr1A_TA2804	116500000	117000000	10182
chr1A_TA2804	117000000	117500000	9716
chr1A_TA2804	117500000	118000000	11426
chr1A_TA2804	118000000	118500000	10098
chr1A_TA2804	118500000	119000000	10528
chr1A_TA2804	119000000	119500000	11338
chr1A_TA2804	119500000	120000000	11360
chr1A_TA2804	120000000	120500000	10952
chr1A_TA2804	120500000	121000000	10925
chr1A_TA2804	121000000	121500000	10265
chr1A_TA2804	121500000	122000000	10090
chr1A_TA2804	122000000	122500000	11323
chr1A_TA2804	122500000	123000000	11425
chr1A_TA2804	123000000	123500000	11326
chr1A_TA2804	123500000	124000000	10421
chr1A_TA2804	124000000	124500000	10037
chr1A_TA2804	124500000	125000000	10730
chr1A_TA2804	125000000	125500000	10710
chr1A_TA2804	125500000	126000000	11664
chr1A_TA2804	126000000	126500000	11012
chr1A_TA2804	126500000	127000000	9817
chr1A_TA2804	127000000	127500000	10189
chr1A_TA2804	127500000	128000000	10874
chr1A_TA2804	128000000	128500000	9862
chr1A_TA2804	128500000	129000000	9824
chr1A_TA2804	129000000	129500000	10438
chr1A_TA2804	129500000	130000000	9534
chr1A_TA2804	130000000	130500000	9814
chr1A_TA2804	130500000	131000000	10628
chr1A_TA2804	131000000	131500000	11228
chr1A_TA2804	131500000	132000000	11180
chr1A_TA2804	132000000	132500000	9972
chr1A_TA2804	132500000	133000000	10521
chr1A_TA2804	133000000	133500000	10244
chr1A_TA2804	133500000	134000000	9863
chr1A_TA2804	134000000	134500000	10158
chr1A_TA2804	134500000	135000000	10404
chr1A_TA2804	135000000	135500000	10112
chr1A_TA2804	135500000	136000000	10246
chr1A_TA2804	136000000	136500000	10642
chr1A_TA2804	136500000	137000000	10332
chr1A_TA2804	137000000	137500000	11122
chr1A_TA2804	137500000	138000000	10459
chr1A_TA2804	138000000	138500000	10653
chr1A_TA2804	138500000	139000000	10682
chr1A_TA2804	139000000	139500000	10178
chr1A_TA2804	139500000	140000000	10202
chr1A_TA2804	140000000	140500000	11332
chr1A_TA2804	140500000	141000000	9448
chr1A_TA2804	141000000	141500000	11516
chr1A_TA2804	141500000	142000000	9738
chr1A_TA2804	142000000	142500000	10188
chr1A_TA2804	142500000	143000000	10938
chr1A_TA2804	143000000	143500000	11566
chr1A_TA2804	143500000	144000000	11118
chr1A_TA2804	144000000	144500000	10638
chr1A_TA2804	144500000	145000000	10352
chr1A_TA2804	145000000	145500000	11100
chr1A_TA2804	145500000	146000000	11184
chr1A_TA2804	146000000	146500000	10922
chr1A_TA2804	146500000	147000000	11328
chr1A_TA2804	147000000	147500000	11678
chr1A_TA2804	147500000	148000000	11440
chr1A_TA2804	148000000	148500000	11996
chr1A_TA2804	148500000	149000000	11538
chr1A_TA2804	149000000	149500000	11692
chr1A_TA2804	149500000	150000000	12484
chr1A_TA2804	150000000	150500000	11022
chr1A_TA2804	150500000	151000000	12396
chr1A_TA2804	151000000	151500000	11788
chr1A_TA2804	151500000	152000000	12030
chr1A_TA2804	152000000	152500000	11464
chr1A_TA2804	152500000	153000000	11442
chr1A_TA2804	153000000	153500000	12214
chr1A_TA2804	153500000	154000000	11405
chr1A_TA2804	154000000	154500000	12107
chr1A_TA2804	154500000	155000000	11905
chr1A_TA2804	155000000	155500000	11992
chr1A_TA2804	155500000	156000000	12467
chr1A_TA2804	156000000	156500000	11528
chr1A_TA2804	156500000	157000000	11693
chr1A_TA2804	157000000	157500000	11608
chr1A_TA2804	157500000	158000000	11149
chr1A_TA2804	158000000	158500000	12948
chr1A_TA2804	158500000	159000000	11394
chr1A_TA2804	159000000	159500000	10542
chr1A_TA2804	159500000	160000000	11204
chr1A_TA2804	160000000	160500000	11050
chr1A_TA2804	160500000	161000000	11692
chr1A_TA2804	161000000	161500000	11690
chr1A_TA2804	161500000	162000000	10924
chr1A_TA2804	162000000	162500000	10596
chr1A_TA2804	162500000	163000000	11223
chr1A_TA2804	163000000	163500000	11631
chr1A_TA2804	163500000	164000000	11276
chr1A_TA2804	164000000	164500000	10480
chr1A_TA2804	164500000	165000000	11254
chr1A_TA2804	165000000	165500000	11520
chr1A_TA2804	165500000	166000000	11384
chr1A_TA2804	166000000	166500000	11280
chr1A_TA2804	166500000	167000000	11308
chr1A_TA2804	167000000	167500000	11394
chr1A_TA2804	167500000	168000000	10728
chr1A_TA2804	168000000	168500000	11994
chr1A_TA2804	168500000	169000000	11678
chr1A_TA2804	169000000	169500000	8652
chr1A_TA2804	169500000	170000000	11254
chr1A_TA2804	170000000	170500000	9948
chr1A_TA2804	170500000	171000000	10906
chr1A_TA2804	171000000	171500000	10622
chr1A_TA2804	171500000	172000000	11254
chr1A_TA2804	172000000	172500000	11584
chr1A_TA2804	172500000	173000000	11596
chr1A_TA2804	173000000	173500000	11188
chr1A_TA2804	173500000	174000000	9278
chr1A_TA2804	174000000	174500000	10794
chr1A_TA2804	174500000	175000000	11676
chr1A_TA2804	175000000	175500000	11552
chr1A_TA2804	175500000	176000000	11562
chr1A_TA2804	176000000	176500000	10446
chr1A_TA2804	176500000	177000000	10346
chr1A_TA2804	177000000	177500000	10278
chr1A_TA2804	177500000	178000000	10296
chr1A_TA2804	178000000	178500000	10756
chr1A_TA2804	178500000	179000000	10498
chr1A_TA2804	179000000	179500000	10182
chr1A_TA2804	179500000	180000000	9416
chr1A_TA2804	180000000	180500000	10098
chr1A_TA2804	180500000	181000000	9580
chr1A_TA2804	181000000	181500000	9920
chr1A_TA2804	181500000	182000000	10554
chr1A_TA2804	182000000	182500000	11188
chr1A_TA2804	182500000	183000000	9358
chr1A_TA2804	183000000	183500000	10438
chr1A_TA2804	183500000	184000000	9352
chr1A_TA2804	184000000	184500000	10622
chr1A_TA2804	184500000	185000000	9310
chr1A_TA2804	185000000	185500000	9876
chr1A_TA2804	185500000	186000000	10028
chr1A_TA2804	186000000	186500000	10044
chr1A_TA2804	186500000	187000000	9692
chr1A_TA2804	187000000	187500000	9222
chr1A_TA2804	187500000	188000000	10016
chr1A_TA2804	188000000	188500000	9632
chr1A_TA2804	188500000	189000000	10496
chr1A_TA2804	189000000	189500000	10068
chr1A_TA2804	189500000	190000000	10662
chr1A_TA2804	190000000	190500000	10508
chr1A_TA2804	190500000	191000000	11241
chr1A_TA2804	191000000	191500000	9905
chr1A_TA2804	191500000	192000000	10712
chr1A_TA2804	192000000	192500000	11226
chr1A_TA2804	192500000	193000000	11158
chr1A_TA2804	193000000	193500000	10951
chr1A_TA2804	193500000	194000000	10752
chr1A_TA2804	194000000	194500000	11215
chr1A_TA2804	194500000	195000000	11779
chr1A_TA2804	195000000	195500000	10079
chr1A_TA2804	195500000	196000000	10703
chr1A_TA2804	196000000	196500000	10200
chr1A_TA2804	196500000	197000000	10880
chr1A_TA2804	197000000	197500000	11279
chr1A_TA2804	197500000	198000000	11306
chr1A_TA2804	198000000	198500000	12352
chr1A_TA2804	198500000	199000000	11914
chr1A_TA2804	199000000	199500000	12216
chr1A_TA2804	199500000	200000000	11886
chr1A_TA2804	200000000	200500000	12492
chr1A_TA2804	200500000	201000000	12116
chr1A_TA2804	201000000	201500000	12280
chr1A_TA2804	201500000	202000000	11966
chr1A_TA2804	202000000	202500000	11476
chr1A_TA2804	202500000	203000000	13038
chr1A_TA2804	203000000	203500000	13252
chr1A_TA2804	203500000	204000000	12462
chr1A_TA2804	204000000	204500000	11276
chr1A_TA2804	204500000	205000000	10922
chr1A_TA2804	205000000	205500000	10980
chr1A_TA2804	205500000	206000000	12284
chr1A_TA2804	206000000	206500000	12254
chr1A_TA2804	206500000	207000000	11612
chr1A_TA2804	207000000	207500000	11690
chr1A_TA2804	207500000	208000000	10952
chr1A_TA2804	208000000	208500000	12154
chr1A_TA2804	208500000	209000000	12382
chr1A_TA2804	209000000	209500000	11616
chr1A_TA2804	209500000	210000000	13102
chr1A_TA2804	210000000	210500000	11992
chr1A_TA2804	210500000	211000000	12034
chr1A_TA2804	211000000	211500000	10832
chr1A_TA2804	211500000	212000000	11708
chr1A_TA2804	212000000	212500000	13201
chr1A_TA2804	212500000	213000000	12793
chr1A_TA2804	213000000	213500000	12116
chr1A_TA2804	213500000	214000000	12640
chr1A_TA2804	214000000	214500000	12232
chr1A_TA2804	214500000	215000000	12962
chr1A_TA2804	215000000	215500000	11800
chr1A_TA2804	215500000	216000000	11901
chr1A_TA2804	216000000	216500000	13399
chr1A_TA2804	216500000	217000000	11076
chr1A_TA2804	217000000	217500000	12982
chr1A_TA2804	217500000	218000000	12796
chr1A_TA2804	218000000	218500000	13356
chr1A_TA2804	218500000	219000000	12800
chr1A_TA2804	219000000	219500000	13674
chr1A_TA2804	219500000	220000000	13902
chr1A_TA2804	220000000	220500000	13996
chr1A_TA2804	220500000	221000000	13060
chr1A_TA2804	221000000	221500000	13562
chr1A_TA2804	221500000	222000000	14897
chr1A_TA2804	222000000	222500000	7751
chr1A_TA2804	222500000	223000000	13642
chr1A_TA2804	223000000	223500000	19812
chr1A_TA2804	223500000	224000000	21586
chr1A_TA2804	224000000	224500000	30224
chr1A_TA2804	224500000	225000000	31114
chr1A_TA2804	225000000	225500000	39354
chr1A_TA2804	225500000	226000000	59202
chr1A_TA2804	226000000	226500000	48642
chr1A_TA2804	226500000	227000000	49077
chr1A_TA2804	227000000	227500000	52787
chr1A_TA2804	227500000	228000000	72714
chr1A_TA2804	228000000	228500000	60002
chr1A_TA2804	228500000	229000000	61412
chr1A_TA2804	229000000	229500000	67639
chr1A_TA2804	229500000	230000000	76485
chr1A_TA2804	230000000	230500000	177354
chr1A_TA2804	230500000	231000000	131268
chr1A_TA2804	231000000	231500000	92222
chr1A_TA2804	231500000	232000000	76796
chr1A_TA2804	232000000	232500000	54120
chr1A_TA2804	232500000	233000000	41014
chr1A_TA2804	233000000	233500000	32509
chr1A_TA2804	233500000	234000000	27203
chr1A_TA2804	234000000	234500000	23574
chr1A_TA2804	234500000	235000000	18212
chr1A_TA2804	235000000	235500000	16188
chr1A_TA2804	235500000	236000000	14437
chr1A_TA2804	236000000	236500000	15803
chr1A_TA2804	236500000	237000000	14570
chr1A_TA2804	237000000	237500000	10964
chr1A_TA2804	237500000	238000000	13938
chr1A_TA2804	238000000	238500000	13700
chr1A_TA2804	238500000	239000000	14586
chr1A_TA2804	239000000	239500000	13032
chr1A_TA2804	239500000	240000000	13380
chr1A_TA2804	240000000	240500000	12027
chr1A_TA2804	240500000	241000000	11091
chr1A_TA2804	241000000	241500000	12238
chr1A_TA2804	241500000	242000000	11704
chr1A_TA2804	242000000	242500000	9864
chr1A_TA2804	242500000	243000000	12050
chr1A_TA2804	243000000	243500000	12832
chr1A_TA2804	243500000	244000000	12946
chr1A_TA2804	244000000	244500000	11272
chr1A_TA2804	244500000	245000000	11186
chr1A_TA2804	245000000	245500000	11464
chr1A_TA2804	245500000	246000000	10662
chr1A_TA2804	246000000	246500000	11428
chr1A_TA2804	246500000	247000000	11580
chr1A_TA2804	247000000	247500000	10960
chr1A_TA2804	247500000	248000000	11418
chr1A_TA2804	248000000	248500000	11222
chr1A_TA2804	248500000	249000000	10600
chr1A_TA2804	249000000	249500000	10440
chr1A_TA2804	249500000	250000000	10214
chr1A_TA2804	250000000	250500000	10186
chr1A_TA2804	250500000	251000000	10402
chr1A_TA2804	251000000	251500000	11028
chr1A_TA2804	251500000	252000000	10014
chr1A_TA2804	252000000	252500000	10030
chr1A_TA2804	252500000	253000000	10286
chr1A_TA2804	253000000	253500000	10054
chr1A_TA2804	253500000	254000000	10322
chr1A_TA2804	254000000	254500000	9058
chr1A_TA2804	254500000	255000000	10306
chr1A_TA2804	255000000	255500000	9506
chr1A_TA2804	255500000	256000000	9056
chr1A_TA2804	256000000	256500000	9805
chr1A_TA2804	256500000	257000000	9889
chr1A_TA2804	257000000	257500000	10392
chr1A_TA2804	257500000	258000000	9772
chr1A_TA2804	258000000	258500000	9956
chr1A_TA2804	258500000	259000000	11476
chr1A_TA2804	259000000	259500000	9970
chr1A_TA2804	259500000	260000000	10422
chr1A_TA2804	260000000	260500000	9356
chr1A_TA2804	260500000	261000000	8050
chr1A_TA2804	261000000	261500000	9428
chr1A_TA2804	261500000	262000000	9452
chr1A_TA2804	262000000	262500000	10078
chr1A_TA2804	262500000	263000000	8566
chr1A_TA2804	263000000	263500000	8886
chr1A_TA2804	263500000	264000000	8630
chr1A_TA2804	264000000	264500000	9050
chr1A_TA2804	264500000	265000000	9606
chr1A_TA2804	265000000	265500000	9982
chr1A_TA2804	265500000	266000000	9440
chr1A_TA2804	266000000	266500000	9542
chr1A_TA2804	266500000	267000000	9289
chr1A_TA2804	267000000	267500000	8625
chr1A_TA2804	267500000	268000000	9146
chr1A_TA2804	268000000	268500000	8738
chr1A_TA2804	268500000	269000000	8398
chr1A_TA2804	269000000	269500000	9324
chr1A_TA2804	269500000	270000000	9676
chr1A_TA2804	270000000	270500000	9146
chr1A_TA2804	270500000	271000000	8860
chr1A_TA2804	271000000	271500000	10314
chr1A_TA2804	271500000	272000000	9442
chr1A_TA2804	272000000	272500000	10728
chr1A_TA2804	272500000	273000000	9022
chr1A_TA2804	273000000	273500000	9772
chr1A_TA2804	273500000	274000000	9600
chr1A_TA2804	274000000	274500000	8537
chr1A_TA2804	274500000	275000000	10625
chr1A_TA2804	275000000	275500000	10802
chr1A_TA2804	275500000	276000000	9468
chr1A_TA2804	276000000	276500000	9764
chr1A_TA2804	276500000	277000000	10218
chr1A_TA2804	277000000	277500000	10078
chr1A_TA2804	277500000	278000000	10120
chr1A_TA2804	278000000	278500000	8902
chr1A_TA2804	278500000	279000000	7437
chr1A_TA2804	279000000	279500000	8777
chr1A_TA2804	279500000	280000000	8541
chr1A_TA2804	280000000	280500000	7643
chr1A_TA2804	280500000	281000000	9506
chr1A_TA2804	281000000	281500000	10050
chr1A_TA2804	281500000	282000000	9800
chr1A_TA2804	282000000	282500000	9252
chr1A_TA2804	282500000	283000000	9118
chr1A_TA2804	283000000	283500000	10198
chr1A_TA2804	283500000	284000000	10104
chr1A_TA2804	284000000	284500000	10380
chr1A_TA2804	284500000	285000000	9334
chr1A_TA2804	285000000	285500000	9080
chr1A_TA2804	285500000	286000000	10650
chr1A_TA2804	286000000	286500000	9978
chr1A_TA2804	286500000	287000000	9234
chr1A_TA2804	287000000	287500000	9832
chr1A_TA2804	287500000	288000000	9808
chr1A_TA2804	288000000	288500000	10062
chr1A_TA2804	288500000	289000000	10514
chr1A_TA2804	289000000	289500000	9714
chr1A_TA2804	289500000	290000000	10470
chr1A_TA2804	290000000	290500000	10006
chr1A_TA2804	290500000	291000000	10634
chr1A_TA2804	291000000	291500000	9750
chr1A_TA2804	291500000	292000000	8671
chr1A_TA2804	292000000	292500000	10783
chr1A_TA2804	292500000	293000000	10588
chr1A_TA2804	293000000	293500000	9778
chr1A_TA2804	293500000	294000000	9546
chr1A_TA2804	294000000	294500000	10142
chr1A_TA2804	294500000	295000000	10762
chr1A_TA2804	295000000	295500000	10386
chr1A_TA2804	295500000	296000000	10324
chr1A_TA2804	296000000	296500000	10288
chr1A_TA2804	296500000	297000000	9168
chr1A_TA2804	297000000	297500000	10856
chr1A_TA2804	297500000	298000000	9839
chr1A_TA2804	298000000	298500000	10550
chr1A_TA2804	298500000	299000000	10571
chr1A_TA2804	299000000	299500000	10140
chr1A_TA2804	299500000	300000000	9096
chr1A_TA2804	300000000	300500000	9690
chr1A_TA2804	300500000	301000000	8928
chr1A_TA2804	301000000	301500000	10737
chr1A_TA2804	301500000	302000000	9515
chr1A_TA2804	302000000	302500000	9766
chr1A_TA2804	302500000	303000000	9424
chr1A_TA2804	303000000	303500000	10226
chr1A_TA2804	303500000	304000000	9590
chr1A_TA2804	304000000	304500000	9828
chr1A_TA2804	304500000	305000000	10758
chr1A_TA2804	305000000	305500000	9914
chr1A_TA2804	305500000	306000000	9330
chr1A_TA2804	306000000	306500000	9698
chr1A_TA2804	306500000	307000000	9614
chr1A_TA2804	307000000	307500000	9838
chr1A_TA2804	307500000	308000000	10440
chr1A_TA2804	308000000	308500000	9172
chr1A_TA2804	308500000	309000000	10152
chr1A_TA2804	309000000	309500000	10674
chr1A_TA2804	309500000	310000000	10058
chr1A_TA2804	310000000	310500000	9934
chr1A_TA2804	310500000	311000000	9584
chr1A_TA2804	311000000	311500000	10195
chr1A_TA2804	311500000	312000000	9993
chr1A_TA2804	312000000	312500000	10268
chr1A_TA2804	312500000	313000000	9206
chr1A_TA2804	313000000	313500000	9936
chr1A_TA2804	313500000	314000000	9892
chr1A_TA2804	314000000	314500000	10906
chr1A_TA2804	314500000	315000000	9074
chr1A_TA2804	315000000	315500000	9866
chr1A_TA2804	315500000	316000000	8857
chr1A_TA2804	316000000	316500000	9793
chr1A_TA2804	316500000	317000000	9476
chr1A_TA2804	317000000	317500000	9168
chr1A_TA2804	317500000	318000000	9314
chr1A_TA2804	318000000	318500000	9592
chr1A_TA2804	318500000	319000000	10864
chr1A_TA2804	319000000	319500000	9388
chr1A_TA2804	319500000	320000000	10772
chr1A_TA2804	320000000	320500000	11022
chr1A_TA2804	320500000	321000000	10154
chr1A_TA2804	321000000	321500000	10470
chr1A_TA2804	321500000	322000000	9592
chr1A_TA2804	322000000	322500000	8492
chr1A_TA2804	322500000	323000000	8886
chr1A_TA2804	323000000	323500000	9836
chr1A_TA2804	323500000	324000000	10492
chr1A_TA2804	324000000	324500000	10996
chr1A_TA2804	324500000	325000000	11062
chr1A_TA2804	325000000	325500000	11254
chr1A_TA2804	325500000	326000000	11436
chr1A_TA2804	326000000	326500000	10892
chr1A_TA2804	326500000	327000000	10834
chr1A_TA2804	327000000	327500000	9606
chr1A_TA2804	327500000	328000000	9220
chr1A_TA2804	328000000	328500000	10342
chr1A_TA2804	328500000	329000000	9908
chr1A_TA2804	329000000	329500000	9680
chr1A_TA2804	329500000	330000000	9866
chr1A_TA2804	330000000	330500000	10910
chr1A_TA2804	330500000	331000000	10158
chr1A_TA2804	331000000	331500000	10128
chr1A_TA2804	331500000	332000000	10348
chr1A_TA2804	332000000	332500000	10443
