Chr	Start	End	Density
chr6A_TA877	380000001	390000000	838
chr6A_TA877	390000001	400000000	1097
chr6A_TA877	400000001	410000000	1064
chr6A_TA877	410000001	420000000	1110
chr6A_TA877	420000001	430000000	1037
chr6A_TA877	430000001	440000000	1138
chr6A_TA877	440000001	450000000	1186
chr6A_TA877	450000001	460000000	1026
chr6A_TA877	460000001	470000000	1081
chr6A_TA877	470000001	480000000	1198
chr6A_TA877	480000001	490000000	1180
chr6A_TA877	490000001	500000000	1146
chr6A_TA877	500000001	510000000	1278
chr6A_TA877	510000001	520000000	1347
chr6A_TA877	520000001	530000000	1531
chr6A_TA877	530000001	540000000	1331
chr6A_TA877	540000001	550000000	1071
chr6A_TA877	550000001	560000000	1029
chr6A_TA877	560000001	570000000	1207
chr6A_TA877	570000001	580000000	1221
chr6A_TA877	580000001	590000000	1397
chr6A_TA877	590000001	595162121	555
chr7A_TA877	1	10000000	1210
chr7A_TA877	10000001	20000000	1251
chr7A_TA877	20000001	30000000	1185
chr7A_TA877	30000001	40000000	1142
chr7A_TA877	40000001	50000000	1297
chr7A_TA877	50000001	60000000	1166
chr7A_TA877	60000001	70000000	1118
chr7A_TA877	70000001	80000000	1088
chr7A_TA877	80000001	90000000	1209
chr7A_TA877	90000001	100000000	1060
chr7A_TA877	100000001	110000000	992
chr7A_TA877	110000001	120000000	1149
chr7A_TA877	120000001	130000000	1162
chr7A_TA877	130000001	140000000	1226
chr7A_TA877	140000001	150000000	1122
chr7A_TA877	150000001	160000000	1092
chr7A_TA877	160000001	170000000	1220
chr7A_TA877	170000001	180000000	1090
chr7A_TA877	180000001	190000000	991
chr7A_TA877	190000001	200000000	1239
chr7A_TA877	200000001	210000000	1098
chr7A_TA877	210000001	220000000	1223
chr7A_TA877	220000001	230000000	1140
chr7A_TA877	230000001	240000000	1058
chr7A_TA877	240000001	250000000	1327
chr7A_TA877	250000001	260000000	1253
chr7A_TA877	260000001	270000000	1155
chr7A_TA877	270000001	280000000	1211
chr7A_TA877	280000001	290000000	1200
chr7A_TA877	290000001	300000000	1133
chr7A_TA877	300000001	310000000	888
chr7A_TA877	310000001	320000000	892
chr7A_TA877	320000001	330000000	821
chr7A_TA877	330000001	340000000	993
chr7A_TA877	340000001	350000000	926
chr7A_TA877	350000001	360000000	725
chr7A_TA877	360000001	370000000	282
chr7A_TA877	370000001	380000000	522
chr7A_TA877	380000001	390000000	828
chr7A_TA877	390000001	400000000	770
chr7A_TA877	400000001	410000000	638
chr7A_TA877	410000001	420000000	870
chr7A_TA877	420000001	430000000	1157
chr7A_TA877	430000001	440000000	880
chr7A_TA877	440000001	450000000	727
chr7A_TA877	450000001	460000000	260
chr7A_TA877	460000001	470000000	852
chr7A_TA877	470000001	480000000	796
chr7A_TA877	480000001	490000000	1053
chr7A_TA877	490000001	500000000	1035
chr7A_TA877	500000001	510000000	1334
chr7A_TA877	510000001	520000000	1126
chr7A_TA877	520000001	530000000	1225
chr7A_TA877	530000001	540000000	1264
chr7A_TA877	540000001	550000000	1072
chr7A_TA877	550000001	560000000	1244
chr7A_TA877	560000001	570000000	1223
chr7A_TA877	570000001	580000000	892
chr7A_TA877	580000001	590000000	987
chr7A_TA877	590000001	600000000	1069
chr7A_TA877	600000001	610000000	1100
chr7A_TA877	610000001	620000000	843
chr7A_TA877	620000001	630000000	1063
chr7A_TA877	630000001	640000000	1098
chr7A_TA877	640000001	650000000	1150
chr7A_TA877	650000001	660000000	1109
chr7A_TA877	660000001	670000000	1153
chr7A_TA877	670000001	680000000	1258
chr7A_TA877	680000001	690000000	1228
chr7A_TA877	690000001	700000000	1052
chr7A_TA877	700000001	710000000	1313
chr7A_TA877	710000001	720000000	1122
chr7A_TA877	720000001	728204638	644
chr1G_TA877	1	10000000	697
chr1G_TA877	10000001	20000000	1423
chr1G_TA877	20000001	30000000	1464
chr1G_TA877	30000001	40000000	1376
chr1G_TA877	40000001	50000000	1538
chr1G_TA877	50000001	60000000	1383
chr1G_TA877	60000001	70000000	1441
chr1G_TA877	70000001	80000000	1351
chr1G_TA877	80000001	90000000	1071
chr1G_TA877	90000001	100000000	1225
chr1G_TA877	100000001	110000000	852
chr1G_TA877	110000001	120000000	863
chr1G_TA877	120000001	130000000	827
chr1G_TA877	130000001	140000000	793
chr1G_TA877	140000001	150000000	516
chr1G_TA877	150000001	160000000	843
chr1G_TA877	160000001	170000000	1242
chr1G_TA877	170000001	180000000	1141
chr1G_TA877	180000001	190000000	1191
chr1G_TA877	190000001	200000000	1388
chr1G_TA877	200000001	210000000	1357
chr1G_TA877	210000001	220000000	1419
chr1G_TA877	220000001	230000000	1614
chr1G_TA877	230000001	240000000	1561
chr1G_TA877	240000001	250000000	1360
chr1G_TA877	250000001	260000000	1177
chr1G_TA877	260000001	270000000	1530
chr1G_TA877	270000001	280000000	1520
chr1G_TA877	280000001	290000000	1439
chr1G_TA877	290000001	300000000	1546
chr1G_TA877	300000001	310000000	1313
chr1G_TA877	310000001	320000000	1442
chr1G_TA877	320000001	330000000	1256
chr1G_TA877	330000001	340000000	1319
chr1G_TA877	340000001	350000000	1362
chr1G_TA877	350000001	360000000	1110
chr1G_TA877	360000001	370000000	1372
chr1G_TA877	370000001	380000000	1409
chr1G_TA877	380000001	390000000	1259
chr1G_TA877	390000001	400000000	1422
chr1G_TA877	400000001	410000000	1605
chr1G_TA877	410000001	420000000	1527
chr1G_TA877	420000001	430000000	1400
chr1G_TA877	430000001	440000000	1343
chr1G_TA877	440000001	450000000	1248
chr1G_TA877	450000001	460000000	1383
chr1G_TA877	460000001	470000000	1423
chr1G_TA877	470000001	480000000	1383
chr1G_TA877	480000001	490000000	1348
chr1G_TA877	490000001	499920424	919
chr2G_TA877	1	10000000	1254
chr2G_TA877	10000001	20000000	1258
chr2G_TA877	20000001	30000000	1036
chr2G_TA877	30000001	40000000	1315
chr2G_TA877	40000001	50000000	1382
chr2G_TA877	50000001	60000000	1255
chr2G_TA877	60000001	70000000	1422
chr2G_TA877	70000001	80000000	1440
chr2G_TA877	80000001	90000000	1423
chr2G_TA877	90000001	100000000	1343
chr2G_TA877	100000001	110000000	1429
chr2G_TA877	110000001	120000000	1437
chr2G_TA877	120000001	130000000	1265
chr2G_TA877	130000001	140000000	1378
chr2G_TA877	140000001	150000000	1418
chr2G_TA877	150000001	160000000	1184
chr2G_TA877	160000001	170000000	1450
chr2G_TA877	170000001	180000000	1174
chr2G_TA877	180000001	190000000	1342
chr2G_TA877	190000001	200000000	1292
chr2G_TA877	200000001	210000000	1253
chr2G_TA877	210000001	220000000	1266
chr2G_TA877	220000001	230000000	944
chr2G_TA877	230000001	240000000	986
chr2G_TA877	240000001	250000000	881
chr2G_TA877	250000001	260000000	803
chr2G_TA877	260000001	270000000	948
chr2G_TA877	270000001	280000000	922
chr2G_TA877	280000001	290000000	823
chr2G_TA877	290000001	300000000	504
chr2G_TA877	300000001	310000000	639
chr2G_TA877	310000001	320000000	770
chr2G_TA877	320000001	330000000	895
chr2G_TA877	330000001	340000000	1271
chr2G_TA877	340000001	350000000	1383
chr2G_TA877	350000001	360000000	1215
chr2G_TA877	360000001	370000000	1265
chr2G_TA877	370000001	380000000	1236
chr2G_TA877	380000001	390000000	1358
chr2G_TA877	390000001	400000000	1446
chr2G_TA877	400000001	410000000	1356
chr2G_TA877	410000001	420000000	1215
chr2G_TA877	420000001	430000000	1374
chr2G_TA877	430000001	440000000	1339
chr2G_TA877	440000001	450000000	1545
chr2G_TA877	450000001	460000000	1338
chr2G_TA877	460000001	470000000	1249
chr2G_TA877	470000001	480000000	1057
chr2G_TA877	480000001	490000000	1412
chr2G_TA877	490000001	500000000	1091
chr2G_TA877	500000001	510000000	822
chr2G_TA877	510000001	520000000	1416
chr2G_TA877	520000001	530000000	1411
chr2G_TA877	530000001	540000000	1402
chr2G_TA877	540000001	550000000	1321
chr2G_TA877	550000001	560000000	1428
chr2G_TA877	560000001	570000000	1427
chr2G_TA877	570000001	580000000	1475
chr2G_TA877	580000001	590000000	1248
chr2G_TA877	590000001	600000000	1300
chr2G_TA877	600000001	610000000	1348
chr2G_TA877	610000001	620000000	1498
chr2G_TA877	620000001	630000000	1273
chr2G_TA877	630000001	640000000	1127
chr2G_TA877	640000001	650000000	1380
chr2G_TA877	650000001	660000000	1271
chr2G_TA877	660000001	670000000	1296
chr2G_TA877	670000001	680000000	1282
chr2G_TA877	680000001	683726055	80
chr3G_TA877	1	10000000	1029
chr3G_TA877	10000001	20000000	1191
chr3G_TA877	20000001	30000000	1261
chr3G_TA877	30000001	40000000	1078
chr3G_TA877	40000001	50000000	1280
chr3G_TA877	50000001	60000000	1189
chr3G_TA877	60000001	70000000	858
chr3G_TA877	70000001	80000000	1349
chr3G_TA877	80000001	90000000	1234
chr3G_TA877	90000001	100000000	1108
chr3G_TA877	100000001	110000000	1172
chr3G_TA877	110000001	120000000	1296
chr3G_TA877	120000001	130000000	1226
chr3G_TA877	130000001	140000000	1275
chr3G_TA877	140000001	150000000	1253
chr3G_TA877	150000001	160000000	1213
chr3G_TA877	160000001	170000000	1265
chr3G_TA877	170000001	180000000	1216
chr3G_TA877	180000001	190000000	1202
chr3G_TA877	190000001	200000000	1120
chr3G_TA877	200000001	210000000	1153
chr3G_TA877	210000001	220000000	1079
chr3G_TA877	220000001	230000000	867
chr3G_TA877	230000001	240000000	825
chr3G_TA877	240000001	250000000	836
chr3G_TA877	250000001	260000000	872
chr3G_TA877	260000001	270000000	755
chr3G_TA877	270000001	280000000	710
chr3G_TA877	280000001	290000000	324
chr3G_TA877	290000001	300000000	805
chr3G_TA877	300000001	310000000	908
chr3G_TA877	310000001	320000000	762
chr3G_TA877	320000001	330000000	1345
chr3G_TA877	330000001	340000000	1277
chr3G_TA877	340000001	350000000	1094
chr3G_TA877	350000001	360000000	1255
chr3G_TA877	360000001	370000000	1346
chr3G_TA877	370000001	380000000	1294
chr3G_TA877	380000001	390000000	1365
chr3G_TA877	390000001	400000000	1301
chr3G_TA877	400000001	410000000	1311
chr3G_TA877	410000001	420000000	1381
chr3G_TA877	420000001	430000000	1197
chr3G_TA877	430000001	440000000	1295
chr3G_TA877	440000001	450000000	1312
chr3G_TA877	450000001	460000000	1312
chr3G_TA877	460000001	470000000	1323
chr3G_TA877	470000001	480000000	1262
chr3G_TA877	480000001	490000000	1254
chr3G_TA877	490000001	500000000	1122
chr3G_TA877	500000001	510000000	1430
chr3G_TA877	510000001	520000000	1308
chr3G_TA877	520000001	530000000	1419
chr3G_TA877	530000001	540000000	1306
chr3G_TA877	540000001	550000000	1537
chr3G_TA877	550000001	560000000	1347
chr3G_TA877	560000001	570000000	1255
chr3G_TA877	570000001	580000000	1250
chr3G_TA877	580000001	590000000	1313
chr3G_TA877	590000001	600000000	1133
chr3G_TA877	600000001	610000000	1133
chr3G_TA877	610000001	620000000	1228
chr3G_TA877	620000001	630000000	1129
chr3G_TA877	630000001	640000000	1267
chr3G_TA877	640000001	650000000	1181
chr3G_TA877	650000001	660000000	1195
chr3G_TA877	660000001	670000000	1430
chr3G_TA877	670000001	670590195	29
chr4G_TA877	1	10000000	1393
chr4G_TA877	10000001	20000000	1144
chr4G_TA877	20000001	30000000	1442
chr4G_TA877	30000001	40000000	1605
chr4G_TA877	40000001	50000000	1108
chr4G_TA877	50000001	60000000	1184
chr4G_TA877	60000001	70000000	1039
chr4G_TA877	70000001	80000000	1217
chr4G_TA877	80000001	90000000	1536
chr4G_TA877	90000001	100000000	976
chr4G_TA877	100000001	110000000	1365
chr4G_TA877	110000001	120000000	1230
chr4G_TA877	120000001	130000000	1167
chr4G_TA877	130000001	140000000	1246
chr4G_TA877	140000001	150000000	1209
chr4G_TA877	150000001	160000000	1105
chr4G_TA877	160000001	170000000	1129
chr4G_TA877	170000001	180000000	1202
chr4G_TA877	180000001	190000000	1055
chr4G_TA877	190000001	200000000	911
chr4G_TA877	200000001	210000000	909
chr4G_TA877	210000001	220000000	775
chr4G_TA877	220000001	230000000	930
chr4G_TA877	230000001	240000000	834
chr4G_TA877	240000001	250000000	797
chr4G_TA877	250000001	260000000	881
chr4G_TA877	260000001	270000000	796
chr4G_TA877	270000001	280000000	786
chr4G_TA877	280000001	290000000	616
chr4G_TA877	290000001	300000000	829
chr4G_TA877	300000001	310000000	789
chr4G_TA877	310000001	320000000	783
chr4G_TA877	320000001	330000000	972
